,lon,lat,nltk_sentiment,count,total,%
1502,104.0006793,1.383641747,Negative,28,312,8.974358974
1503,104.0006793,1.383641747,Neutral,156,312,50
1504,104.0006793,1.383641747,Positive,128,312,41.02564103
1505,104.0006793,1.393641747,Neutral,5,6,83.33333333
1506,104.0006793,1.393641747,Positive,1,6,16.66666667
1507,104.0006793,1.423641747,Neutral,1,1,100
1508,104.0106793,1.313641747,Neutral,2,6,33.33333333
1509,104.0106793,1.313641747,Positive,4,6,66.66666667
1510,104.0106793,1.373641747,Neutral,5,10,50
1511,104.0106793,1.373641747,Positive,5,10,50
1512,104.0106793,1.403641747,Neutral,1,1,100
1513,104.0206793,1.313641747,Neutral,1,3,33.33333333
1514,104.0206793,1.313641747,Positive,2,3,66.66666667
1515,104.0206793,1.323641747,Neutral,2,3,66.66666667
1516,104.0206793,1.323641747,Positive,1,3,33.33333333
1517,104.0206793,1.333641747,Negative,1,1,100
1518,104.0206793,1.363641747,Negative,10,146,6.849315068
1519,104.0206793,1.363641747,Neutral,62,146,42.46575342
1520,104.0206793,1.363641747,Positive,74,146,50.68493151
1521,104.0306793,1.323641747,Negative,1,14,7.142857143
1522,104.0306793,1.323641747,Neutral,6,14,42.85714286
1523,104.0306793,1.323641747,Positive,7,14,50
1524,104.0306793,1.403641747,Negative,15,78,19.23076923
1525,104.0306793,1.403641747,Neutral,34,78,43.58974359
1526,104.0306793,1.403641747,Positive,29,78,37.17948718
1527,104.0406793,1.353641747,Negative,3,26,11.53846154
1528,104.0406793,1.353641747,Neutral,6,26,23.07692308
1529,104.0406793,1.353641747,Positive,17,26,65.38461538
1530,104.0406793,1.403641747,Positive,1,1,100
1531,104.0506793,1.343641747,Positive,2,2,100
1532,104.0506793,1.353641747,Negative,1,2,50
1533,104.0506793,1.353641747,Positive,1,2,50
1534,104.0506793,1.403641747,Negative,2,4,50
1535,104.0506793,1.403641747,Neutral,1,4,25
1536,104.0506793,1.403641747,Positive,1,4,25
1537,104.0606793,1.443641747,Neutral,3,5,60
1538,104.0606793,1.443641747,Positive,2,5,40
1539,104.0706793,1.363641747,Positive,1,1,100
1540,104.0806793,1.403641747,Neutral,1,1,100
